Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;07 Transporte;2018;2.667,39
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;07 Transporte;2017;2.129,11
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;07 Transporte;2016;2.168,32
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2024;593,60
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2023;584,67
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2022;628,97
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2021;708,15
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2020;638,83
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2019;670,48
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2018;686,91
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2017;690,90
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2016;670,63
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2024;1.042,53
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2023;1.125,91
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2022;1.029,07
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2021;1.012,83
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2020;751,82
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2019;1.071,59
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2018;1.240,54
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2017;1.268,62
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2016;919,99
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2024;342,48
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2023;273,12
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2022;254,64
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2021;368,13
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2020;357,81
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2019;322,48
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2018;278,34
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2017;321,20
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2016;332,40
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2024;2.297,86
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2023;2.255,28
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2022;2.046,30
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2021;1.722,21
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2020;1.171,33
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2019;2.323,67
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2018;2.411,71
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2017;2.430,65
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2016;2.225,44
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2024;560,25
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2023;536,88
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2022;569,37
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2021;537,06
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2020;523,57
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2019;526,25
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2018;534,19
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2017;536,84
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2016;596,85
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;643,06
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;661,71
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;730,55
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;740,76
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;734,81
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;948,80
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;900,10
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;795,90
15 Navarra, Comunidad Foral de;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;842,01
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2024;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2023;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2022;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2021;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2020;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2019;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2018;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2017;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;Índice general;2016;100,00
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2024;15,80
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2023;16,99
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2022;17,13
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2021;16,94
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2020;17,09
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2019;14,58
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2018;13,51
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2017;13,91
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2016;14,24
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;1,22
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;1,09
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;1,33
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;1,24
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;1,64
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;1,47
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;1,54
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;1,63
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;1,69
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2024;4,73
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2023;4,20
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2022;4,11
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2021;4,34
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2020;4,79
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2019;5,63
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2018;5,50
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2017;5,13
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;03 Vestido y calzado;2016;5,58
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;33,19
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;32,53
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;32,62
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;32,95
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;34,13
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;29,37
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;29,05
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;29,86
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;30,26
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;3,23
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;3,61
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;3,35
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;5,07
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;4,17
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;3,98
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;4,47
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;4,60
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;4,70
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2024;4,22
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2023;4,21
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2022;3,39
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2021;4,18
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2020;4,91
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2019;3,55
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2018;4,03
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2017;3,47
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;06 Sanidad;2016;3,49
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2024;11,50
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2023;11,17
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2022;12,66
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2021;8,96
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2020;11,20
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2019;12,46
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2018;12,82
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2017;10,78
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;07 Transporte;2016;11,19
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2024;2,83
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2023;2,82
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2022;3,04
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2021;3,66
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2020;3,37
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2019;3,31
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2018;3,30
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2017;3,50
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;08 Información y comunicaciones;2016;3,46
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2024;4,97
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2023;5,43
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2022;4,97
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2021;5,24
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2020;3,97
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2019;5,29
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2018;5,96
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2017;6,42
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2016;4,75
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2024;1,63
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2023;1,32
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2022;1,23
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2021;1,90
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2020;1,89
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2019;1,59
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2018;1,34
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2017;1,63
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;10 Servicios de educación;2016;1,72
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2024;10,95
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2023;10,87
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2022;9,89
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2021;8,91
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2020;6,19
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2019;11,47
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2018;11,59
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2017;12,31
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2016;11,49
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2024;2,67
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2023;2,59
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2022;2,75
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2021;2,78
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2020;2,76
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2019;2,60
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2018;2,57
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2017;2,72
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2016;3,08
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;3,06
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;3,19
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;3,53
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;3,83
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;3,88
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;4,68
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;4,32
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;4,03
15 Navarra, Comunidad Foral de;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;4,35
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2024;36.313,35
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2023;36.331,06
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2022;34.927,06
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2021;32.590,69
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2020;31.498,23
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2019;34.423,19
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2018;34.211,88
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2017;33.709,32
16 País Vasco;Dato base;Gasto medio por hogar;Índice general;2016;33.691,02
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2024;5.633,26
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2023;5.714,72
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2022;5.444,71
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2021;5.107,26
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2020;5.126,30
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2019;4.704,16
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2018;4.688,11
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2017;4.659,38
16 País Vasco;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2016;4.665,71
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;365,32
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;404,24
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;398,18
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;473,90
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;541,28
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;435,33
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;443,87
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;460,22
16 País Vasco;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;533,11
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2024;1.437,57
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2023;1.402,16
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2022;1.397,47
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2021;1.351,00
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2020;1.180,47
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2019;1.550,43
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2018;1.631,31
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2017;1.553,85
16 País Vasco;Dato base;Gasto medio por hogar;03 Vestido y calzado;2016;1.596,58
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;13.007,51
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;12.879,36
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;12.321,49
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;12.111,96
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;12.123,18
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;11.754,23
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;11.517,86
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;11.209,38
16 País Vasco;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;11.547,47
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;1.318,88
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;1.419,65
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;1.504,86
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;1.368,48
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;1.309,16
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;1.446,40
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;1.602,10
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;1.443,40
16 País Vasco;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;1.468,68
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2024;1.284,00
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2023;1.274,76
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2022;1.204,62
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2021;1.120,48
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2020;1.020,03
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2019;1.204,39
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2018;1.237,40
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2017;1.161,97
16 País Vasco;Dato base;Gasto medio por hogar;06 Sanidad;2016;1.097,69
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2024;3.250,36
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2023;3.314,09
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2022;3.336,63
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2021;2.991,92
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2020;2.874,21
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2019;3.692,83
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2018;3.546,71
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2017;3.502,40
