Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
03 Asturias, Principado de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;3.826,12
03 Asturias, Principado de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;3.808,28
03 Asturias, Principado de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;3.765,38
03 Asturias, Principado de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;3.616,51
03 Asturias, Principado de;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;3.748,71
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;501,32
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;515,69
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;528,77
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;506,87
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;416,64
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;499,01
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;538,30
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;452,85
03 Asturias, Principado de;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;488,30
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2024;706,94
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2023;553,11
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2022;545,74
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2021;472,84
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2020;403,73
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2019;426,77
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2018;425,14
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2017;407,75
03 Asturias, Principado de;Dato base;Gasto medio por persona;06 Sanidad;2016;467,20
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2024;1.650,36
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2023;1.678,42
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2022;1.569,88
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2021;1.254,45
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2020;965,19
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2019;1.503,06
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2018;1.389,14
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2017;1.353,97
03 Asturias, Principado de;Dato base;Gasto medio por persona;07 Transporte;2016;1.279,62
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2024;475,41
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2023;441,49
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2022;457,90
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2021;466,87
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2020;472,98
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2019;462,09
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2018;494,53
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2017;470,17
03 Asturias, Principado de;Dato base;Gasto medio por persona;08 Información y comunicaciones;2016;470,78
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2024;718,37
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2023;606,17
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2022;543,15
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2021;384,24
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2020;350,33
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2019;569,61
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2018;620,52
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2017;680,60
03 Asturias, Principado de;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2016;681,81
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2024;170,87
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2023;116,83
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2022;126,02
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2021;106,38
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2020;110,48
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2019;134,69
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2018;117,43
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2017;98,31
03 Asturias, Principado de;Dato base;Gasto medio por persona;10 Servicios de educación;2016;103,67
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2024;1.468,66
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2023;1.454,19
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2022;1.268,91
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2021;806,51
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2020;625,93
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2019;1.232,68
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2018;1.217,50
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2017;1.204,69
03 Asturias, Principado de;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2016;1.131,18
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2024;561,18
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2023;459,19
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2022;449,33
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2021;435,48
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2020;425,68
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2019;426,35
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2018;418,57
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2017;406,72
03 Asturias, Principado de;Dato base;Gasto medio por persona;12 Seguros y servicios financieros;2016;407,45
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;545,87
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;631,02
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;547,20
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;484,03
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;451,32
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;498,85
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;504,01
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;492,29
03 Asturias, Principado de;Dato base;Gasto medio por persona;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;507,04
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2024;20.063,05
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2023;19.610,59
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2022;18.649,87
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2021;16.430,99
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2020;15.036,88
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2019;17.470,86
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2018;17.275,97
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2017;16.753,09
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;Índice general;2016;16.981,95
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2024;3.184,43
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2023;3.344,80
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2022;3.187,79
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2021;2.911,38
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2020;2.799,79
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2019;2.709,12
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2018;2.580,47
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2017;2.526,76
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;01 Alimentos y bebidas no alcohólicas;2016;2.468,06
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;292,83
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;300,39
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;286,10
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;328,46
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;313,62
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;324,97
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;348,77
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;324,99
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;329,07
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2024;841,79
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2023;861,26
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2022;775,36
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2021;745,80
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2020;544,16
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2019;875,49
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2018;868,72
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2017;845,55
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2016;960,10
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;6.151,66
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;6.001,58
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;5.865,83
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;5.477,95
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;5.409,60
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;5.401,42
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;5.347,42
03 Asturias, Principado de;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;5.141,24
